customer_id,total_weight_kg,total_volume_m3,order_count,split_count,is_green_zone,x_km,y_km
2,14.89,0.04317,1,1,True,3.49201994126609,-2.09987360600907
3,235.0181,0.70348,5,1,True,-2.7926750198023,-7.07070496926335
4,1443.5621,3.40848,12,1,True,-5.53320102964836,4.96886646380205
5,731.6005,2.31239,23,1,True,-7.58608040355909,-3.95143072486639
6,4473.6432,11.983199999999998,28,2,True,-4.66159864091412,-7.50935781984783
7,7463.2328,18.23404,46,3,True,-8.50508883064982,3.40488850459411
8,11749.55362,36.02702,69,4,True,2.31778195492727,3.18321046881879
9,2506.7093,6.65072,37,1,True,4.21284964345134,7.3870741887538
10,3759.985,14.55749,38,2,True,-5.87115512935265,-5.56732049906664
11,1325.5301,4.36316,20,1,True,0.52184375622088,-2.3827701607119
12,1726.8416000000002,4.3995500000000005,14,1,True,1.21755848144176,-1.34839674138507
13,540.0867999999999,1.27918,7,1,True,1.95141807684275,8.96083447171654
16,85.19999999999999,0.1931,3,1,False,14.450550964877,-8.76544029595808
19,9.3722,0.07403,1,1,False,-24.9556659958338,-20.1758424030975
24,1262.1673,2.9559900000000003,5,1,False,-22.8798563925078,17.78788893064
25,2528.1351,5.33839,5,1,False,7.61494129207758,8.63190789686469
26,45.813199999999995,0.1362,3,1,False,-3.82996615152896,-27.8021080833649
27,3233.6041,7.63971,9,2,False,-0.948882982472617,-27.1587227180418
28,3257.3115000000003,7.9603,7,2,False,22.0320436347622,-20.5978136037632
29,873.9449999999999,2.04764,3,1,False,-14.3588031854593,29.6057903264111
30,334.852,0.73178,4,1,False,16.0800764301466,7.04621833529546
31,6771.620800000001,15.44527,8,3,False,8.19840369741397,-9.60107559004272
32,442.3342,1.12524,11,1,False,0.323325874270734,-37.5736956858047
33,527.2666,1.37982,9,1,False,-8.66244194564893,-13.7461263895102
34,364.0498,1.5211,10,1,False,13.090888292642,-10.9595442953867
35,1692.5786,3.88436,14,1,False,-0.079057338447202,-32.911273246347
36,3309.2547,10.30776,17,2,False,-27.7413684328977,15.6205382398009
37,564.949,1.8194000000000001,13,1,False,35.9798551608321,-8.83484643633667
38,1261.7326,4.06727,21,1,False,-19.8657669761891,8.2450917570308
39,4024.8916,10.00717,18,2,False,-14.7593829065892,-31.3415469493066
40,2691.1358,7.9507,17,1,False,-25.4478796473256,8.26587472638908
41,2786.4185,7.85191,35,1,False,-6.39184845369064,38.866308384005
42,6341.8013,15.02692,25,3,False,-7.97960536037818,-18.8049073592717
43,5061.5807,13.61688,41,2,False,18.151206181933,-13.637299694184
44,4552.3089,11.62403,30,2,False,21.590843242742,-11.0654463649764
45,5799.9256,18.41337,43,2,False,19.4247893328668,-17.0996049039402
46,3319.8397,10.88662,33,2,False,-3.94895297178467,-34.8007269144264
47,2784.5018,8.09606,38,1,False,10.5334022336896,17.621635259999
48,8598.7276,19.54918,42,3,False,5.11105840595424,10.9732978458469
49,4486.836,13.53895,46,2,False,30.4883697362318,13.04953073461
50,7952.3101,21.49775,55,3,False,-19.4837889125212,-8.72892514392852
51,3408.3843,9.75931,54,2,False,-8.69400896691041,16.0355565510262
52,6715.3882,17.08922,54,3,False,-9.42229186702531,-18.809064939498
53,6963.8459,18.75874,55,3,False,16.6645391539304,-0.259417867939575
54,7418.6583,19.67292,55,3,False,-7.26957106603941,-30.7450666987351
55,12197.6473,30.79849,61,5,False,-30.4738708628108,0.417718230968227
56,7065.1609,17.72942,50,3,False,30.9734492073973,-24.4269327966448
57,6609.653,16.91453,49,3,False,35.8691630924626,6.80594557114049
58,2933.964,9.72773,44,1,False,29.2918813421379,-11.2363981231824
59,8807.3868,23.245070000000002,60,3,False,-32.4103858046121,-2.65068011202597
60,9906.6292,26.01759,56,4,False,14.512163776104,29.3929978248616
61,6014.0655,18.40521,37,3,False,7.25597388908157,-33.7475199378438
62,8804.2944,25.12844,63,3,False,-14.3803349502555,-0.886084812651717
63,8692.99,23.77785,52,3,False,-18.8423929163792,25.2549085872536
64,8849.7672,21.38728,49,3,False,29.553914624618,-15.7832896589862
65,6552.5867,14.76431,54,3,False,-13.5633988058324,35.7117550694904
66,2791.0139,8.6796,38,1,False,10.9979131123698,-14.3764159181384
67,2860.4382,8.92494,50,1,False,15.2856210779678,-28.0053274336459
68,7414.9874,17.4329,50,3,False,-6.89120148830592,36.8225598526382
69,2288.8859,6.06402,32,1,False,-10.2808334321244,29.5869615259404
70,5674.651,16.36573,42,2,False,-12.9249626484284,-33.6033227158668
71,3067.0688,10.0436,21,2,False,-21.4142706428761,-0.0177783553764303
72,2725.3232,7.50056,36,1,False,3.34995943599543,31.3048933804785
73,2996.466,7.5462,29,1,False,-19.079563342021,3.11570859008743
74,3725.9722,10.93872,24,2,False,-14.4202892616212,0.438615616091085
75,3017.4406,7.85752,21,2,False,17.8559660659719,-34.5128170174245
76,1256.3017,3.94079,17,1,False,6.17248271231953,-11.9739943806008
77,1968.2667999999999,5.09682,17,1,False,-8.90340842896458,-33.0969833073601
78,1882.391,4.7241,20,1,False,0.735897737284067,-11.817830191293
79,2315.13,7.3665199999999995,17,1,False,6.48665021130649,-18.7369565714111
80,506.3405000000001,1.9028800000000001,9,1,False,-16.1633724807616,17.956024307724
81,1343.6123,3.64803,12,1,False,12.7485642351257,-13.9951114455965
82,1493.082,4.67276,13,1,False,14.5060829317191,-14.9096560728536
83,926.8409,2.79316,10,1,False,17.5691594969999,23.7073613386205
84,1605.2619000000002,4.36803,10,1,False,-32.2887483255588,-6.33777906329211
85,593.8303,1.42095,7,1,False,5.2885051532574,-10.610672970256
86,532.895,2.84858,7,1,False,22.2501851106262,3.36277307745693
87,180.291,0.46473,6,1,False,-5.07881748714319,-34.9821210394225
88,79.6007,0.5374800000000001,3,1,False,10.1634114043108,23.9868549043046
89,46.248,0.2733,1,1,False,-25.5470740390242,-15.4194000905651
90,100.6088,0.22653,4,1,False,-33.6060651581938,2.20467172657312
91,70.435,0.39102000000000003,4,1,False,-5.63196878175453,-30.3321609421464
92,1524.5124999999998,3.82045,4,1,False,8.28368192850442,17.7735226449337
93,97.6961,0.33416999999999997,2,1,False,0.746941949932783,-28.7424167151396
94,9.186,0.01795,1,1,False,21.835155243347,-28.7650388212301
95,109.35,0.29746,1,1,False,-6.22843376493341,-26.8257702440231
97,17.48,0.04201,1,1,False,7.2247850453069,-12.1653024302337
98,25.5,0.0646,1,1,False,-19.3415293006296,-35.0080570685232
